ISO3,COUNTRY,ADM_NAME,year,month,ndvi,data_status
ETH,Ethiopia,Arsi,2018,11,0.5145330365550899,original
ETH,Ethiopia,Bale,2018,11,0.5679305358823137,original
ETH,Ethiopia,Bench Maji,2018,11,0.6210383810918875,original
ETH,Ethiopia,Borena,2018,11,0.5213439564756859,original
ETH,Ethiopia,Debub Gondar,2018,11,0.4327899814354877,original
ETH,Ethiopia,Debub Mirab Shewa,2018,11,0.4775694769555105,original
ETH,Ethiopia,Debub Omo,2018,11,0.4738705796450232,original
ETH,Ethiopia,Debub Wollo,2018,11,0.4453546826713286,original
ETH,Ethiopia,Debubawi,2018,11,0.3589868904667435,original
ETH,Ethiopia,Fafan,2018,11,0.2802377838638041,original
ETH,Ethiopia,Gamo Gofa,2018,11,0.6540666544979635,original
ETH,Ethiopia,Guji,2018,11,0.6776609846581907,original
ETH,Ethiopia,Gurage,2018,11,0.5836765084432661,original
ETH,Ethiopia,Hadiya,2018,11,0.5765528416357851,original
ETH,Ethiopia,Horo Guduru,2018,11,0.64920691450911,original
ETH,Ethiopia,Ilubabor,2018,11,0.7786757862675272,original
ETH,Ethiopia,Jimma,2018,11,0.7370161197459377,original
ETH,Ethiopia,Keffa,2018,11,0.7715973966161137,original
ETH,Ethiopia,Kelem Wellega,2018,11,0.7504567666270032,original
ETH,Ethiopia,Mehakelegnaw,2018,11,0.3114031804708722,original
ETH,Ethiopia,Mirab Arsi,2018,11,0.5468265357711428,original
ETH,Ethiopia,Mirab Gojjam,2018,11,0.5689267058853584,original
ETH,Ethiopia,Mirab Hararghe,2018,11,0.4594436075698303,original
