ISO3,COUNTRY,ADM_NAME,year,month,temp_c,pet_mm,soil_0_7cm,soil_7_28cm,data_status,lat_wgs84,lon_wgs84
ETH,Ethiopia,Guji,2025,1,21.479999545814085,500.9192417301373,0.1704154256754365,0.2223933579231443,original,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2025,1,17.109041221633056,246.41292217419965,0.236741066871716,0.2782716637573694,original,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2025,1,18.524364853794065,241.6726133379404,0.23084839297327,0.2720264352795437,original,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2025,1,20.644736352107103,234.8996763474484,0.1620334041574911,0.2076521817231779,original,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2025,1,20.69968400978077,456.1634393363492,0.2616079415994218,0.298463705279989,original,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2025,1,19.192710616265583,478.43934165800687,0.2610943813459594,0.2941416802648128,original,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2025,1,19.61274231901871,502.8786512421704,0.2809299367924128,0.2936156212299411,original,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2025,1,24.38253354500424,324.25233475357675,0.2486420507218985,0.2997169891198187,original,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2025,1,18.68934151938864,221.3009482012544,0.1270080942222033,0.1751649189266924,original,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2025,1,15.603089891884714,289.62184373593647,0.2047750827866865,0.2649902927384099,original,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2025,1,19.285461733898064,204.87468993803404,0.1679155629595187,0.2240882465067332,original,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2025,1,21.43249016495233,244.42378755353124,0.1569944752925762,0.2256700894560737,original,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2025,1,17.922531199145148,231.41770499105937,0.2102967864925529,0.2593361764629326,original,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2025,1,22.94624154971217,287.1290034727384,0.2483653724560103,0.2987818365215727,original,1032697.9544891039,93189.34631555267
