ISO3,COUNTRY,ADM_NAME,year,month,spei_03,data_status,lat_wgs84,lon_wgs84
ETH,Ethiopia,Wag Himra,2005,6,-0.0056811992040614,original,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2005,7,0.1951867126546868,original,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2005,7,0.7661058739440082,original,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2005,7,0.8711054330449469,original,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2005,7,0.4553417657639143,original,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2005,7,0.0342709942508724,original,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2005,7,0.2960910602799718,original,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2005,7,0.5976599491980362,original,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2005,7,0.6973489562598923,original,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2005,7,-0.6648284572226107,original,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2005,7,0.4335234424245714,original,1211322.3946568086,521174.620529377
ETH,Ethiopia,Debubawi,2005,7,0.3807448053198527,original,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2005,7,0.5015493293679899,original,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2005,7,-0.2494143907800604,original,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2005,7,0.5650597440291055,original,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2005,7,0.6533552877296357,original,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2005,7,0.6961854835546095,original,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2005,7,0.3177137206973773,original,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2005,7,0.0409040248197414,original,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2005,7,0.7830280873872159,original,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2005,7,0.6146612206563238,original,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2005,7,-0.2234406471252441,original,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2005,7,0.6874394696350246,original,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2005,7,0.9035312624992112,original,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2005,7,0.5293056165956906,original,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2005,7,0.8157742869257928,original,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2005,7,0.6196527145888747,original,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2005,7,0.2660001752872812,original,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2005,7,0.4681162136853958,original,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2005,7,0.4932618890423983,original,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2005,7,0.832669895008189,original,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2005,7,0.4962333307086211,original,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2005,7,0.3776254363289667,original,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2005,7,0.8263470561344277,original,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2005,7,0.2310590168798454,original,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2005,7,0.5226367134950998,original,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2005,7,0.8951265959683774,original,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2005,7,0.7250635750692893,original,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2005,7,0.8667088867232355,original,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2005,8,0.5969169080721265,original,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2005,8,0.8305502958493689,original,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2005,8,0.7293014701773235,original,877645.5697772538,574724.9062585309
