ISO3,COUNTRY,ADM_NAME,year,month,spei_01,data_status,lat_wgs84,lon_wgs84
ETH,Ethiopia,Agew Awi,2021,1,-0.7703338628381143,original,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2021,1,0.392370245228075,original,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2021,1,-0.5085090283521623,original,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2021,1,-1.4093513190874571,original,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2021,1,0.0264974326687705,original,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2021,1,-0.0721328557267995,original,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2021,1,-0.4134273491967363,original,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2021,1,0.0318652972203793,original,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2021,1,0.1033995289565892,original,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2021,1,-0.4392154748402638,original,1211322.3946568086,521174.620529377
ETH,Ethiopia,Debubawi,2021,1,-0.8646897744580803,original,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2021,1,-3.493085662460328,original,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2021,1,0.1348253138611474,original,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2021,1,-0.378243487434391,original,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2021,1,0.2790392112920035,original,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2021,1,0.3370203634395318,original,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2021,1,-0.0587928116428,original,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2021,1,0.0423390105809329,original,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2021,1,0.0496795833102483,original,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2021,1,0.0577099881464056,original,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2021,1,-0.0851385587453841,original,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2021,1,-0.9122984607354352,original,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2021,1,0.3193102633718475,original,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2021,1,-0.5078370442955007,original,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2021,1,-2.204479361523067,original,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2021,1,0.035713522223983,original,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2021,1,-0.6752052819095046,original,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2021,1,0.0330953736846544,original,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2021,1,-2.475704449651525,original,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2021,1,-0.4241004019248777,original,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2021,1,-0.2127254979681797,original,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2021,1,-0.3617105409588425,original,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2021,1,-0.6344824902590592,original,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2021,1,-1.30093771016803,original,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2021,1,-0.539832411586006,original,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2021,1,0.312260387206397,original,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2021,1,0.3762156755676096,original,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2021,1,-1.5684937713763765,original,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2021,2,0.048994471909703,original,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2021,2,0.4483475872915086,original,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2021,2,0.5610337202925855,original,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2021,2,0.0645432255848004,original,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2021,2,-0.3379602397673695,original,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2021,2,-0.5646616257944169,original,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2021,2,0.2382434012942497,original,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2021,2,0.3614132431128043,original,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2021,2,-0.7342445107696596,original,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2021,2,0.3178014589074828,original,1211322.3946568086,521174.620529377
ETH,Ethiopia,Debubawi,2021,2,0.1588779032507882,original,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2021,2,0.5310120089707057,original,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2021,2,-0.3036378638308251,original,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2021,2,-0.7170267330506181,original,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2021,2,0.5074952306479392,original,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2021,2,0.4643794109229168,original,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2021,2,0.2710379926221711,original,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2021,2,0.2391299013791235,original,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2021,2,0.3103181291395372,original,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2021,2,0.1682265066399489,original,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2021,2,0.2244034742843359,original,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2021,2,0.2323209957889016,original,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2021,2,0.3337566444498417,original,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2021,2,0.1680523911359864,original,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2021,2,0.5167179144422214,original,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2021,2,0.348828414793849,original,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2021,2,0.0079356998205184,original,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2021,2,0.3430661725997926,original,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2021,2,0.4988937657370124,original,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2021,2,0.4832305155357003,original,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2021,2,0.1011787266320787,original,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2021,2,0.3631780906007925,original,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2021,2,0.4536778424186883,original,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2021,2,0.0344571654807865,original,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2021,2,0.1425138300624361,original,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2021,2,0.1028451037966026,original,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2021,2,0.5355875996442941,original,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2021,2,0.1727907118224298,original,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2021,3,0.1203334622964476,original,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2021,3,1.6469853528558394,original,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2021,3,-0.1020307696587301,original,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2021,3,-0.3862687473915749,original,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2021,3,1.4924167973304392,original,701473.8482259716,114196.96727000308
