ISO3,COUNTRY,ADM_NAME,year,month,ndvi,data_status,lat_wgs84,lon_wgs84
ETH,Ethiopia,Gamo Gofa,2013,11,0.6383366108571729,original,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2013,11,0.6945988641779696,original,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2013,11,0.575154932433789,original,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2013,11,0.5363790082969861,original,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2013,11,0.6370353320381498,original,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2013,11,0.7809830713082546,original,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2013,11,0.7124699655951322,original,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2013,11,0.7720371846108306,original,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2013,11,0.7579869724549987,original,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2013,11,0.288196270666862,original,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2013,11,0.5763815421649322,original,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2013,11,0.5386605635369516,original,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2013,11,0.5038315887204879,original,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2013,11,0.5879481386257586,original,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2013,11,0.7254228979375993,original,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2013,11,0.5103063328779901,original,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2013,11,0.5117477984629333,original,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2013,11,0.3658606845332616,original,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2013,11,0.6871488702228814,original,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2013,11,0.2669800661455201,original,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2013,11,0.4589488167862752,original,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2013,11,0.485760125529797,original,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2013,11,0.3929180527746343,original,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2013,11,0.7054513352312426,original,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2013,11,0.4513037967939213,original,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2013,11,0.3017105592230958,original,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2013,12,0.4739194502163934,original,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2013,12,0.3245066963045291,original,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2013,12,0.4209904500257155,original,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2013,12,0.4767776699252727,original,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2013,12,0.6318291543026705,original,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2013,12,0.4554394658018174,original,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2013,12,0.3316092250922507,original,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2013,12,0.3799459426795581,original,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2013,12,0.4667674440220569,original,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2013,12,0.3423044717153856,original,1211322.3946568086,521174.620529377
