ISO3,COUNTRY,ADM_NAME,year,month,precip_mm,lat_wgs84,lon_wgs84
ETH,Ethiopia,Mirab Hararghe,2015,2,8.000761136161922,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2015,2,21.41297756541368,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2015,2,2.8432602477069024,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2015,2,17.269421494592144,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2015,2,3.446382389011015,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2015,2,18.26117292774592,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2015,2,10.91091590184028,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2015,2,2.719287002883668,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2015,2,20.51620704277052,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2015,2,3.2611428542040564,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2015,2,20.06189354647508,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2015,2,28.51640562029957,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2015,2,33.33486426687399,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2015,2,12.761671358370572,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2015,3,18.73992580899188,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2015,3,89.33943909199641,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2015,3,46.82117112729305,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2015,3,34.05908372920405,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2015,3,89.68687018211752,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2015,3,29.630332522098257,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2015,3,28.924841739140216,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2015,3,50.725034018117846,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2015,3,48.20354291501656,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2015,3,47.13555681851441,1211322.3946568086,521174.620529377
ETH,Ethiopia,Debubawi,2015,3,25.37123356257104,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2015,3,9.427601344717182,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2015,3,81.12428574630265,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2015,3,47.595741432744205,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2015,3,68.0710819729925,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2015,3,87.64325205800387,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2015,3,41.66887393563263,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2015,3,57.30002828256031,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2015,3,77.72193917031412,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2015,3,111.04486333631397,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2015,3,73.21961101781187,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2015,3,19.17142603381488,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2015,3,76.17372662263809,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2015,3,23.62812242032368,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2015,3,22.225055023225966,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2015,3,54.87762027372331,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2015,3,37.58102775066647,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2015,3,40.22510070712445,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2015,3,17.78584641711548,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2015,3,38.19627491637643,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2015,3,45.65131732880153,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2015,3,44.16768084937774,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2015,3,38.16512115540103,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2015,3,9.396862360645567,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2015,3,41.97049865093947,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2015,3,81.5876301002326,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2015,3,84.22158912758724,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2015,3,25.109740865937244,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2015,4,26.42334930539907,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2015,4,79.98683550855326,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2015,4,92.77668924577704,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2015,4,172.4844185638575,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2015,4,186.9213142612921,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2015,4,188.64867663309212,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2015,4,30.676205888516726,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2015,4,51.97594516964182,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2015,4,186.41604952369605,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2015,4,45.5313400605715,1211322.3946568086,521174.620529377
ETH,Ethiopia,Debubawi,2015,4,22.470372068594745,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2015,4,38.28235906242118,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2015,4,207.01716695098645,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2015,4,276.3529738573915,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2015,4,62.60645083036082,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2015,4,83.75781279218846,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2015,4,44.758671495226125,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2015,4,67.68406843723191,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2015,4,116.20570369350295,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2015,4,226.823710398841,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2015,4,72.9885166490837,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2015,4,23.67726601366809,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2015,4,128.356689081243,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2015,4,26.86639260976773,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2015,4,77.73624250737706,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2015,4,54.98554088492136,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2015,4,49.363966781459965,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2015,4,40.31568375843275,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2015,4,64.74081790895468,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2015,4,50.49022505629296,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2015,4,48.43939582140271,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2015,4,33.56361598859726,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2015,4,45.00338238795653,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2015,4,15.949147145174257,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2015,4,40.55379160079677,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2015,4,169.0862581305012,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2015,4,80.54601550561753,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2015,4,31.022521716837947,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2015,5,162.06368461160815,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2015,5,103.62193534115217,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2015,5,90.81493769127358,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2015,5,114.29760935100302,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2015,5,167.06456615671777,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2015,5,92.677075329881,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2015,5,114.2440492656819,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2015,5,116.94342754287716,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2015,5,134.24902089205892,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2015,5,105.0287487561888,1211322.3946568086,521174.620529377
ETH,Ethiopia,Debubawi,2015,5,49.4551327348087,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2015,5,88.55963167430909,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2015,5,197.17998395793865,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2015,5,130.46519119717786,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2015,5,119.4224690111268,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2015,5,133.1422228309524,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2015,5,223.00000348372427,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2015,5,234.08416231207448,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2015,5,203.0622876293168,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2015,5,224.4764461015837,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2015,5,241.27829064961983,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2015,5,62.19614080348829,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2015,5,87.3634872460607,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2015,5,140.81554747204228,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2015,5,120.47227883540803,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2015,5,146.42257113983877,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2015,5,246.9760005551597,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2015,5,152.01622282571805,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2015,5,135.9943324345694,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2015,5,76.03473434487194,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2015,5,283.6640303224913,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2015,5,48.85306863103258,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2015,5,106.2274431004629,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2015,5,117.8519795218608,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2015,5,80.88663164818395,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2015,5,143.7265110662033,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2015,5,128.1328689923898,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2015,5,61.93752051057309,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2015,6,192.09546688512825,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2015,6,90.69909892084864,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2015,6,77.5075818812627,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2015,6,34.459667708557184,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2015,6,171.20586391678344,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2015,6,20.848443817235225,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2015,6,73.93098095560534,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2015,6,127.89704414013173,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2015,6,81.15524763446165,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2015,6,28.343593314917,1211322.3946568086,521174.620529377
ETH,Ethiopia,Debubawi,2015,6,21.969553625043023,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2015,6,49.939152577628654,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2015,6,187.2594579242128,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2015,6,46.21568125918797,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2015,6,117.19858194854756,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2015,6,138.8869795458747,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2015,6,142.00390946884042,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2015,6,270.7165490877937,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2015,6,258.23625324777885,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2015,6,233.76777738778748,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2015,6,274.3321547498702,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2015,6,59.686794319486935,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2015,6,90.67040714956984,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2015,6,125.50675917899798,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2015,6,71.12760151902609,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2015,6,132.56936521646531,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2015,6,307.40336894341806,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2015,6,86.54359484607559,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2015,6,76.89216529474582,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2015,6,69.0149430183148,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2015,6,217.33144335210807,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2015,6,22.19298018035952,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2015,6,65.55378263677946,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2015,6,125.82785976800876,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2015,6,23.87450238182824,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2015,6,131.0090758865488,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2015,6,96.81756330962487,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2015,6,40.71178911083527,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2015,7,313.55337035371184,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2015,7,123.8560844689285,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2015,7,124.26764496044991,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2015,7,34.31556484220375,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2015,7,163.4824840532358,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2015,7,21.684841339068043,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2015,7,189.628543822368,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2015,7,162.86957336236455,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2015,7,77.47485153786998,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2015,7,74.75731095506065,1211322.3946568086,521174.620529377
ETH,Ethiopia,Debubawi,2015,7,65.21679237361808,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2015,7,18.485149289052803,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2015,7,162.68468808980376,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2015,7,35.3945139039773,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2015,7,156.50261914286534,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2015,7,132.29426810262362,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2015,7,233.90188776100692,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2015,7,289.64538324660697,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2015,7,285.0254722460504,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2015,7,221.3375842483413,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2015,7,230.26908181146985,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2015,7,140.56878432604245,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2015,7,173.0369459340747,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2015,7,239.267177435654,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2015,7,64.67715172806552,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2015,7,208.3946472008012,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2015,7,288.5364946365575,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2015,7,142.85100622446845,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2015,7,22.47610243403989,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2015,7,98.68720374803898,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2015,7,272.3717357385622,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2015,7,75.83443239158755,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2015,7,105.99108952429972,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2015,7,211.49544848461312,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2015,7,70.71724707337499,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2015,7,177.81760042984217,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2015,7,131.68129583207914,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2015,7,91.38374881196732,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2015,8,326.3373923457735,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2015,8,115.6849079679933,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2015,8,113.89971079728927,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2015,8,23.601453428777813,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2015,8,104.4643797741388,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2015,8,11.741371458210327,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2015,8,264.1416214933506,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2015,8,199.07973443151533,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2015,8,41.518453964393096,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2015,8,219.22616291977712,1211322.3946568086,521174.620529377
ETH,Ethiopia,Debubawi,2015,8,191.46250214136143,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2015,8,59.04458333579925,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2015,8,61.37786619589071,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2015,8,23.71866463441832,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2015,8,154.3116585104647,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2015,8,154.43410549736785,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2015,8,189.39533983624543,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2015,8,212.40865681766343,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2015,8,222.9180612346551,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2015,8,149.33020168975844,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2015,8,178.57155969117022,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2015,8,200.273270613465,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2015,8,102.5673459347016,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2015,8,243.56914442475525,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2015,8,100.7644467633998,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2015,8,213.9450381169257,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2015,8,227.67106105915707,1032697.9544891039,93189.34631555267
