ISO3,COUNTRY,ADM_NAME,year,month,spei_03,data_status
ETH,Ethiopia,Agew Awi,2005,1,-0.3088963065784419,original
ETH,Ethiopia,Alaba,2005,1,0.3884690452928412,original
ETH,Ethiopia,Arsi,2005,1,0.2568740379527283,original
ETH,Ethiopia,Bale,2005,1,-0.2941490590154937,original
ETH,Ethiopia,Bench Maji,2005,1,0.6902945982743947,original
ETH,Ethiopia,Borena,2005,1,0.0129292081087224,original
ETH,Ethiopia,Debub Gondar,2005,1,0.2228693679760979,original
ETH,Ethiopia,Debub Mirab Shewa,2005,1,-0.0509767724375287,original
ETH,Ethiopia,Debub Omo,2005,1,0.2457570972006582,original
ETH,Ethiopia,Debub Wollo,2005,1,-0.0214714501892294,original
ETH,Ethiopia,Debubawi,2005,1,0.3652244740024915,original
ETH,Ethiopia,Fafan,2005,1,-0.9832124578458478,original
ETH,Ethiopia,Gamo Gofa,2005,1,-0.0548747970747786,original
ETH,Ethiopia,Guji,2005,1,-0.1090819801569362,original
ETH,Ethiopia,Gurage,2005,1,0.3295900107782032,original
ETH,Ethiopia,Hadiya,2005,1,0.3836514391248522,original
ETH,Ethiopia,Horo Guduru,2005,1,0.0165549273469618,original
ETH,Ethiopia,Ilubabor,2005,1,0.3261021083999967,original
ETH,Ethiopia,Jimma,2005,1,0.27968906280543,original
ETH,Ethiopia,Keffa,2005,1,0.5979518750838213,original
ETH,Ethiopia,Kelem Wellega,2005,1,0.0513339594937861,original
ETH,Ethiopia,Mehakelegnaw,2005,1,0.5564117683128661,original
ETH,Ethiopia,Mirab Arsi,2005,1,0.3912333724033977,original
ETH,Ethiopia,Mirab Gojjam,2005,1,-0.2025550181859395,original
ETH,Ethiopia,Mirab Hararghe,2005,1,-0.0428018380974729,original
ETH,Ethiopia,Mirab Shewa,2005,1,0.161938949873355,original
ETH,Ethiopia,Mirab Welega,2005,1,-0.2250001307998308,original
ETH,Ethiopia,Misraq Gojjam,2005,1,0.1374158842314263,original
ETH,Ethiopia,Misraq Harerge,2005,1,-0.5544095478578182,original
ETH,Ethiopia,Misraq Shewa,2005,1,0.0928452425051164,original
ETH,Ethiopia,Misraq Wellega,2005,1,0.0218300995008796,original
ETH,Ethiopia,Misraqawi,2005,1,0.4815014354679564,original
ETH,Ethiopia,North Shewa,2005,1,0.0643524610448465,original
ETH,Ethiopia,Semen Gondar,2005,1,0.0824138789092192,original
ETH,Ethiopia,Semen Wello,2005,1,0.0476224388838815,original
ETH,Ethiopia,Sidama,2005,1,0.2124048644673684,original
ETH,Ethiopia,Silti,2005,1,0.3797043779047366,original
ETH,Ethiopia,Wag Himra,2005,1,0.4324692868694816,original
ETH,Ethiopia,Agew Awi,2005,2,-0.6384717301597237,original
ETH,Ethiopia,Alaba,2005,2,0.3914597810131229,original
ETH,Ethiopia,Arsi,2005,2,0.1695833715877491,original
ETH,Ethiopia,Bale,2005,2,-0.7448106801937884,original
